id,price
0,2900.6287108419933
1,5826.519209968591
2,9386.050677011808
3,4032.1681314158695
4,1596.4100535296031
5,6314.102990244176
6,4744.799770562775
7,4186.783866547594
8,5334.336023402742
9,14803.131089344173
10,4556.7174632980195
11,841.4091776912416
12,3026.41746044243
13,1560.8565779762953
14,2587.7171733421296
15,1118.718796082322
16,1490.697224558551
17,3905.034652318938
18,4069.393497684737
19,894.3674561022259
20,2044.468994219372
21,5157.098933330913
22,4050.570811808148
23,594.0103529449023
24,16541.88983772736
25,1117.2565333062987
26,687.4461711972739
27,1056.369518021585
28,1559.2039522791893
29,877.6182950662177
30,10227.991163639726
31,626.6305206550823
32,4216.476518272454
33,755.5919354532562
34,670.2540490215637
35,2368.2491825032857
36,6435.155842758731
37,2717.953108890963
38,2760.7405759597227
39,646.5655482622344
40,466.7123428021547
41,9073.375595473572
42,882.6716334443994
43,1831.0377176217407
44,10454.674307361207
45,2305.3827146567196
46,964.9235508644916
47,866.9887016580064
48,1172.4583233043095
49,2948.783786230352
50,588.4568323618458
51,4581.403106987741
52,2942.7124223127926
53,6891.288726416586
54,5584.419197746239
55,2330.4238520875265
56,9512.64154438701
57,2314.079717480731
58,4268.064249028331
59,2829.5437596209117
60,1228.3751579009759
61,518.088563925526
62,6904.111052913214
63,1096.2246791454902
64,8894.506859495617
65,17511.206234066416
66,937.9567844792024
67,11803.667198231642
68,5586.098303456971
69,9572.400087394371
70,446.0000802289301
71,630.173527187483
72,793.5167045907772
73,1364.4690032796188
74,5018.971827813899
75,1928.6297209919276
76,8378.754249019847
77,14284.143030849611
78,2682.711205712589
79,6533.831124192047
80,10710.078796695849
81,1953.314872154731
82,14849.567510261591
83,6623.406170316685
84,895.2188346204265
85,7793.279278322083
86,1006.9619686534076
87,13060.385953383551
88,8549.32219658413
89,14810.884424977901
90,4712.680225366546
91,1333.2873689856042
92,991.9061358117068
93,937.6695146656034
94,12511.379095133398
95,513.0257769577663
96,14191.122946955324
97,15074.120429860357
98,13012.215004237332
99,753.0497300754662
100,2433.023524680263
101,773.3787458305688
102,726.8104667527704
103,495.29905230478266
104,1055.570846021985
105,1645.733726320918
106,1429.8306092111825
107,828.770700576202
108,1124.5787485435696
109,663.1888228221192
110,581.3276601463064
111,1063.034106250871
112,1716.264675858037
113,1631.982048089683
114,1469.6571710174044
115,4872.123818703371
116,5154.089059728793
117,14745.756895014036
118,484.56962693808504
119,17272.095933695717
120,1425.3841365503731
121,1576.8171228801389
122,1091.3442436410935
123,497.6308177274718
124,719.741677755424
125,1331.5779690129086
126,1139.0377440556852
127,12958.772417039725
128,5491.9062042107935
129,5280.62719905585
130,6495.8091433012005
131,3326.7879591332135
132,6684.467958880001
133,1043.550692011188
134,3789.1616539196098
135,1122.89907018406
136,604.1256632418729
137,7088.2470359473
138,540.0810760557914
139,4404.177145786063
140,911.9136836980258
141,903.8781605433843
142,3588.277934843467
143,4127.367980061139
144,776.246943910741
145,6028.094915133003
146,16133.36367737708
147,5093.185797110213
148,2551.9418155314283
149,1750.1358603937927
150,2913.954329809066
151,1719.501664665264
152,11987.714435565204
153,2865.1618329279563
154,653.8667753553788
155,14843.234135399956
156,3303.488689941616
157,2831.007427725267
158,3839.89301234274
159,842.6933333834049
160,7856.15345597064
161,9873.814889740283
162,652.6135273420407
163,697.6020903290529
164,5443.225613590622
165,11272.1002981774
166,3178.2410215944615
167,4675.197301230398
168,3368.6215620183525
169,9891.668695507986
170,714.4912206406725
171,1606.518538575612
172,4654.628788955304
173,2145.135293859551
174,6256.583059098603
175,1770.3025021507242
176,4599.2088937769795
177,3415.805732567555
178,2534.9379637219727
179,3439.205422297762
180,3465.398797038481
181,1700.5769932717874
182,938.6762758091372
183,1550.3521050445374
184,681.5203472810624
185,4009.8567605269186
186,883.3129692425529
187,889.1565937583171
188,463.8149291064131
189,1826.006752537701
190,2335.071173208826
191,720.5810919568713
192,899.1017800777222
193,5950.605047076982
194,4064.2437367732796
195,2478.370232824765
196,630.1829786486236
197,12615.506440868225
198,696.0248449200684
199,8814.07839618407
200,9000.477980952466
201,6608.902138174477
202,667.756872739732
203,738.6699423579672
204,6483.600356391807
205,3490.9536294750083
206,621.4600804997575
207,2974.6496029762798
208,936.6591754652428
